No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
877,SU067,SU083,1,1,1,ZGMinus,0,54,,WT045,,,2,1,1,,,TRUE
